活动 ID,活动日期,活动名称,活动类型,活动描述,全程耗时,距离,最大心率,相对负荷度,通勤,活动隐私说明,活动装备,文件名,运动达人体重,自行车重量,全程耗时,移动时间,距离,最大速度,平均速度,海拔爬升,降低海拔,低海拔,高海拔,最大坡度,平均坡度,平均坡度（正值）,平均坡度（负值）,最大踏频,平均踏频,最大心率,平均心率,最大瓦特数,平均瓦特数,卡路里,最高温度,平均温度,相对负荷度,总功,跑步次数,上坡时间,下坡时间,其它时间,感知负荷度,类型,开始时间,加权平均功率,功率计数,使用感知负荷度,感知的相对负荷度,通勤,举起的总重量,来自上传的活动,坡度调整距离,天气观测时间,天气状况,气温,表观温度,露点,潮湿,气压,风速,阵风,风向,降水强度,日出时间,日落时间,月相,自行车,装备,降水概率,降水类型,云盖,天气能见度,紫外线指数,臭氧预报数据,跳跃次数,总砂砾量,平均流量,已标记,平均经过速度,砾石路骑行距离,最近探索的距离,最近探索的泥土距离,活动数量,总步数,碳减排量,池长度,训练负荷,强度,坡度调整后平均配速,计时器时间,总骑行数,恢复,与宠同行,竞争,长跑,有意义,带着小孩,下坡距离,总组数,总次数,媒体
15479454257,2025年8月16日 02:29:59,单飞密云水库往返,骑行,喝了8瓶水，吃了3根能量胶，吃了2次刀削面，轻松拿下，下次沿着G101 骑回承德,36653,165.44,182,411,FALSE,,CAMP sr5,activities/16530978794.fit.gz,,10,36653,25404,165447.2,11.94,6.513,240,241,7,115,23.8,0,,,124,80,182,144,,103,5181,,29,411,,,,,,1,,,,,0,56,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,,4.514,0,,,,,0,,,,,,,,,,,,,,,,
15445225418,2025年8月13日 11:52:48,机场东路有氧骑行,骑行,休闲骑，立秋后晚上骑车还有点凉,5671,36.59,171,72,FALSE,,CAMP sr5,activities/16494435067.fit.gz,,10,5671,5238,36592.5,11.24,6.986,28,30,6,50,19,-0.1,,,114,82,171,142,,118,1166,,23,72,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,,6.453,0,,,,,0,,,,,,,,,,,,,,,,
15411952792,2025年8月10日 11:21:22,机场东路,骑行,本来想刷均速PR，去的时候均速28回来的时候没劲了，还得练,4350,30.03,177,142,FALSE,,CAMP sr5,activities/16458844903.fit.gz,,10,4350,4030,30035.2,9.88,7.453,28,25,3,28,23.6,0,,,122,90,177,163,,133,996,,28,142,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,,6.905,0,,,,,0,,,,,,,,,,,,,,,,
15398020862,2025年8月9日 03:56:25,二刷雁西湖,骑行,天气热蹬不快，蹬快了心率爆了，回来的时候全程树荫非常nice,27814,114.98,183,410,FALSE,,CAMP sr5,activities/16443950645.fit.gz,,10,27814,18344,114982.1,10.78,6.268,195,184,-2,78,21.5,0,,,124,79,183,151,,102,3509,,33,410,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,,4.134,0,,,,,0,,,,,,,,,,,,,,,,
15398016835,2025年8月9日 03:29:54,午间骑行,骑行,,634,3.53,131,1,FALSE,,CAMP sr5,activities/16443946963.fit.gz,,10,634,578,3535.6,11.023,6.117,5,4,-20,21,43.5,0.9,,,97,75,131,115,,128,100,,33,1,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,,5.577,0,,,,,0,,,,,,,,,,,,,,,,
15385015736,2025年8月7日 12:21:41,休闲骑，尾勾坏了 大盘没发骑,骑行,,4841,25.35,167,42,FALSE,,CAMP sr5,activities/16430070008.fit.gz,,10,4841,4151,25355.3,9.96,6.108,19,25,10,46,40,0,,,102,74,167,136,,107,772,,29,42,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,,5.238,0,,,,,0,,,,,,,,,,,,,,,,
15353606935,2025年8月5日 11:56:10,上次雁栖湖摔伤后首次恢复骑行，休闲骑，通济路拉爆几个团骑友,骑行,,7114,37.22,182,45,FALSE,,CAMP sr5,activities/16396593001.fit.gz,,10,7114,6248,37222.1,9.52,5.957,28,33,7,65,38.5,0,,,90,70,182,130,,101,1130,,28,45,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,,5.232,0,,,,,0,,,,,,,,,,,,,,,,
15242203918,2025年7月26日 05:49:16,物资学院雨中单飞雁栖湖,骑行,去的时候下了2场雨没啥事，从怀柔回来的时候下了一阵暴雨，地上湿透了，我的车也变成了战损版本,24386,112.86,191,551,FALSE,,CAMP sr5,activities/16277417692.fit.gz,,10,24386,16812,112865.7,10.77,6.74,214,271,6,84,47.1,0,,,113,78,191,159,,116,3589,,30,551,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,,4.628,0,,,,,0,,,,,,,,,,,,,,,,media/4f8371fa-18c8-43e6-bdcf-3f103cdaca01.jpg|media/85a3a45a-c50c-404b-b342-e6275cba6a09.jpg
15150560009,2025年7月17日 11:28:49,机场东路均速PR,骑行,,5982,40.03,182,179,FALSE,,CAMP sr5,activities/16178014986.fit.gz,,10,5982,5375,40035.8,11.08,7.449,42,47,5,41,35.1,-0.1,,,104,85,182,161,,134,1337,,27,179,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,6.693,0,,,,,,,,,,,,,,,,,,,,,
15100760756,2025年7月13日 11:57:49,机场骑行，干就完了,骑行,,5990,40.03,182,169,FALSE,,CAMP sr5,activities/16123546595.fit.gz,,10,5990,5649,40035.3,10.12,7.087,38,42,8,46,20.2,-0.1,,,108,82,182,163,,117,1291,,28,169,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,6.684,0,,,,,,,,,,,,,,,,,,,,,
15045824893,2025年7月8日 11:43:34,首都机场首骑,骑行,,6215,40.34,175,81,FALSE,,CAMP sr5,activities/16063433058.fit.gz,,10,6215,5847,40343.5,11.02,6.9,45,47,-10,32,46.3,0.1,,,114,79,175,146,,119,1287,,27,81,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,6.491,0,,,,,,,,,,,,,,,,,,,,,
15013618355,2025年7月5日 05:37:08,通州密云水库单飞，挑战高温骑行,骑行,,19487,79.19,182,363,FALSE,,CAMP sr5,activities/16027868605.fit.gz,,10,19487,13437,79190.6,13.54,5.893,168,134,7,197,41.7,0.2,,,103,74,182,160,,98,2396,,29,363,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,4.064,0,,,,,,,,,,,,,,,,,,,,,media/8328cf71-74e1-4b48-9193-b696bf269e79.jpg|media/3a668c01-1a0b-4aca-b849-b105bc899030.jpg
14983402253,2025年7月2日 11:22:25,傍晚 骑行,骑行,,4977,30.96,188,98,FALSE,,CAMP sr5,activities/15994490011.fit.gz,,10,4977,4313,30959.8,11.78,7.178,31,34,8,26,22.5,0,,,108,83,188,156,,128,1019,,26,98,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,6.221,0,,,,,,,,,,,,,,,,,,,,,
14911527651,2025年6月25日 12:02:34,傍晚 骑行,骑行,,4879,31.26,191,101,FALSE,,CAMP sr5,activities/15915681224.fit.gz,,10,4879,4420,31267.1,10.88,7.074,37,41,6,24,32.6,0,,,103,78,191,156,,130,1022,,29,101,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,6.409,0,,,,,,,,,,,,,,,,,,,,,
14890442547,2025年6月23日 12:08:55,傍晚 骑行,骑行,,5196,30.19,188,91,FALSE,,CAMP sr5,activities/15892897943.fit.gz,,10,5196,4344,30193.2,10.48,6.951,21,22,-4,21,39,0,,,96,75,188,154,,125,976,,30,91,,,,,,,,,,,,,0,,1,,1750680064,3,31.1,31.3,17.1,0.43,1003,2.2,4.8,157,0,1750625152,1750679168,0.875,15903493,,0,1,0.84,17145.6,0,,,,,0,5.811,0,,,,,,,,,,,,,,,,,,,,,
14869669876,2025年6月21日 11:19:51,傍晚 骑行,骑行,,4043,30.03,188,133,FALSE,,CAMP sr5,activities/15870243288.fit.gz,,10,4043,4043,30032.9,10.28,7.428,11,10,-1,25,13.8,0,,,101,84,188,165,,133,958,,26,133,,,,,,,,,,,,,0,,1,,1750503552,1,30.9,31.3,13.2,0.34,1004.3,1.6,4.6,165,0,1750452352,1750506368,0.875,15903493,,0,1,0,19025.8,0,,,,,0,7.428,0,,,,,,,,,,,,,,,,,,,,,
14806733169,2025年6月15日 09:54:18,傍晚 骑行,骑行,今天首次骑到天安门，前几次骑行都没让过,8120,46.37,193,182,FALSE,,CAMP sr5,activities/15802098102.fit.gz,,10,8120,6449,46372.6,19.34,7.191,25,24,11,43,28.8,0,,,112,81,193,161,,133,1515,,24,182,,,,,,,,,,,0,,0,,1,,1749977984,1,25.5,27.3,13.4,0.47,992,1.5,3.3,27,0.1,1749933824,1749987840,0.625,15903493,,0.8,5,0.12,18403.9,1,,,,,0,5.711,0,,,,,,,,,,,,,,,,,,,,,media/8bb96a81-d75e-415d-9091-6a30e1b70e83.jpg|media/137a5973-a7d6-4d36-90be-dce31c4c30a6.jpg|media/fa02cba6-8396-4df9-854c-0e4479b5c31e.jpg|media/31cbfc90-4298-4af7-9dab-a365bedd2882.jpg|media/78ee857a-32f0-4b12-9616-68f0c5cf676b.jpg|media/cac4b16e-e16c-49f7-b2e6-0cddebf9d0f6.jpg|media/1d963dda-8c59-4afc-b4a2-4a130cbf9556.jpg
14776650832,2025年6月12日 11:47:21,傍晚 骑行,骑行,,6334,31.34,176,80,FALSE,,CAMP sr5,activities/15769511981.fit.gz,,10,6334,4879,31339.3,10.5,6.423,29,41,7,32,23.5,0,,,98,73,176,143,,103,978,,29,80,,,,,,,,,,,,,0,,1,,1749725952,3,32.9,32.1,14.1,0.32,1004.8,4.3,8.8,168,0,1749674624,1749728512,0.625,15903493,,0.4,5,0.98,16088.8,0,,,,,0,4.948,0,,,,,,,,,,,,,,,,,,,,,
14754985108,2025年6月10日 12:17:12,傍晚 骑行,骑行,,5342,31.28,183,125,FALSE,,CAMP sr5,activities/15746145168.fit.gz,,10,5342,4490,31288,9.86,6.968,26,26,5,28,15.3,0,,,105,80,183,155,,121,1018,,27,125,,,,,,,,,,,,,0,,1,,1749556736,1,26.7,25,7.7,0.3,1007.3,3.4,6.7,206,0,1749501824,1749555712,0.375,15903493,,0,1,0.15,18035.2,0,,,,,0,5.857,0,,,,,,,,,,,,,,,,,,,,,
14704455627,2025年6月5日 11:57:55,傍晚 骑行,骑行,,5785,31.22,194,120,FALSE,,CAMP sr5,activities/15691539126.fit.gz,,10,5785,4879,31226.2,9.9,6.4,24,24,-20,32,27,0.1,,,106,71,194,152,,104,978,,30,120,,,,,,,,,,,,,0,,1,,1749121152,3,34,33.7,11.2,0.25,998.3,2.7,6.6,197,0,1749069952,1749123584,0.375,15903493,,0,1,0.79,20903.5,0,,,,,0,5.398,0,,,,,,,,,,,,,,,,,,,,,
14620589973,2025年5月28日 12:38:43,傍晚 骑行,骑行,,2348,17.05,171,71,FALSE,,CAMP sr5,activities/15601414207.fit.gz,,10,2348,2327,17058.7,9,7.331,4,3,14,26,9,0,,,98,83,171,158,,127,551,,23,71,,,,,,,,,,,,,0,,1,,1748433664,1,26.2,25.1,12.6,0.43,1011.5,2.4,5.9,180,0,1748379008,1748432000,0.125,15903493,,0,1,0,19835.1,0,,,,,0,7.265,0,,,,,,,,,,,,,,,,,,,,,
14620589730,2025年5月28日 12:36:17,傍晚 骑行,骑行,,75,0.16,120,0,FALSE,,CAMP sr5,activities/15601414128.fit.gz,,10,75,33,162.9,5.76,4.936,2,0,19,23,9.7,0,,,71,59,120,101,,177,4,,25,0,,,,,,,,,,,,,0,,1,,1748433664,1,26.2,25.1,12.6,0.43,1011.5,2.4,5.9,180,0,1748379008,1748432000,0.125,15903493,,0,1,0,19835.1,0,,,,,0,2.172,0,,,,,,,,,,,,,,,,,,,,,
14610369998,2025年5月27日 11:40:22,傍晚 骑行,骑行,,7249,31.43,175,64,FALSE,,CAMP sr5,activities/15590466583.fit.gz,,10,7249,5125,31436.2,9.7,6.134,72,77,6,29,46.7,0,,,99,66,175,137,,,977,,5,64,,,,,,,,,,,,,0,,1,,1748343552,3,27.8,27.3,11.7,0.37,1012.2,2.2,5.3,170,0,1748292608,1748345600,0.875,15903493,,0,1,1,19570.5,0,,,,,0,4.337,0,,,,,,,,,,,,,,,,,,,,,
14579464625,2025年5月24日 10:38:39,傍晚 骑行,骑行,,6785,41,193,250,FALSE,,CAMP sr5,activities/15557110796.fit.gz,,10,6785,5759,41002.5,12.67,7.12,44,42,4,41,28.6,0,,,109,80,193,167,,,1331,,25,250,,,,,,,,,,,,,0,,1,,1748080768,1,27.4,28.1,5.6,0.25,1011.2,2.7,5.9,208,0,1748033536,1748086144,0.875,15903493,,0,1,0,19630.4,0,,,,,0,6.043,0,,,,,,,,,,,,,,,,,,,,,
14539498352,2025年5月20日 12:03:24,傍晚 骑行,骑行,,5286,30.58,188,129,FALSE,,CAMP sr5,activities/15514199290.fit.gz,,10,5286,4375,30580.9,10.9,6.99,48,47,6,25,20.8,0,,,104,75,188,156,,,993,,25,129,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,5.785,0,,,,,,,,,,,,,,,,,,,,,
14455444776,2025年5月12日 11:35:57,傍晚 骑行,骑行,,2629,17.95,179,100,FALSE,,CAMP sr5,activities/15422991298.fit.gz,,10,2629,2504,17957.6,9.14,7.172,3,2,-14,20,18.2,0,,,97,82,179,164,,,564,,22,100,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,6.831,0,,,,,,,,,,,,,,,,,,,,,
14435056406,2025年5月10日 09:50:02,傍晚 骑行,骑行,,9705,48.64,193,245,FALSE,,CAMP sr5,activities/15401356006.fit.gz,,10,9705,7674,48644.9,13.193,6.339,65,55,0,43,40.5,0,,,112,73,193,158,,,1502,,21,245,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,5.012,0,,,,,,,,,,,,,,,,,,,,,
14281448632,2025年4月25日 12:00:19,傍晚 骑行,骑行,,2107,15.22,184,79,FALSE,,CAMP sr5,activities/15240128582.fit.gz,,10,2107,2107,15228.7,9.14,7.228,2,2,12,37,9.3,0,,,99,83,184,162,,,485,,17,79,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,7.228,0,,,,,,,,,,,,,,,,,,,,,
14237883771,2025年4月19日 08:21:21,北京四环骑行,骑行,物资学院-东四环-北四环-西四环-南四环-东四环-物资学院,20638,100.71,194,512,FALSE,,CAMP sr5,activities/15194650136.gpx.gz,,,20638,16082,100711.4,18.315,6.262,172.3,173.2,21.1,64.9,8.3,0,,,108,75,194,158,,,,,19,512,,,,,,2,,,,,,75,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,4.88,0,,,,,,,,,,,,,,,,,,,,,
14237984398,2025年4月16日 11:59:07,傍晚骑行,骑行,,5730,31.38,201,217,FALSE,,CAMP sr5,activities/15194757940.fit.gz,,10,5730,4599,31383,10.1,6.824,34,38,8,21,27.6,0,,,103,79,201,169,,,1015,,19,217,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,5.477,0,,,,,,,,,,,,,,,,,,,,,
14237984397,2025年4月14日 12:03:43,傍晚骑行,骑行,,5185,22.1,191,112,FALSE,,CAMP sr5,activities/15194757936.fit.gz,,10,5185,3631,22102,10.88,6.087,22,25,11,30,26.8,0,,,109,69,191,157,,,680,,17,112,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,4.263,0,,,,,,,,,,,,,,,,,,,,,
14237984385,2025年4月10日 11:40:09,傍晚骑行,骑行,,2490,15.94,177,75,FALSE,,CAMP sr5,activities/15194757933.fit.gz,,10,2490,2490,15946.8,10.1,6.404,4,5,3,24,8.2,0,,,93,74,177,157,,,487,,20,75,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,6.404,0,,,,,,,,,,,,,,,,,,,,,
14237984396,2025年3月23日 09:24:03,午后骑行,骑行,,4870,29.46,189,194,FALSE,,CAMP sr5,activities/15194757930.fit.gz,,10,4870,4291,29467.1,9.52,6.867,8,7,0,34,40.7,0,,,98,78,189,168,,,924,,21,194,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,6.051,0,,,,,,,,,,,,,,,,,,,,,
14237984387,2025年3月20日 12:26:46,傍晚骑行,骑行,,2549,15.65,187,56,FALSE,,CAMP sr5,activities/15194757912.fit.gz,,10,2549,2549,15649,10.36,6.139,39,40,-13.2,20,16.2,0.1,,,90,73,187,149,,,31,,,56,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,6.139,0,,,,,,,,,,,,,,,,,,,,,
13932349748,2025年3月18日 12:11:55,傍晚骑行,骑行,,2813,15.06,,,FALSE,,,activities/14871421155.fit.gz,,,2813,2376,15065.3,9.18,6.341,4,6,-13,29,9.1,0.2,,,,0,,,,,398,,8,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.356,0,,,,,,,,,,,,,,,,,,,,,
14237984386,2025年3月16日 10:36:51,傍晚骑行,骑行,,2073,11.5,,,FALSE,,CAMP sr5,activities/15194757921.fit.gz,,10,2073,2013,11499.8,8.98,5.713,6,6,-6,22,46.7,0.1,,,,0,,0,,,293,,8,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,15903493,,,,,,,,,,,0,5.547,0,,,,,,,,,,,,,,,,,,,,,
